ANO;MÊS;UNIDADE DA FEDERAÇÃO;PRODUTO;SEGMENTO;VENDAS
2021;FEV;ESPÍRITO SANTO;ETANOL HIDRATADO;POSTO REVENDEDOR;4532,9
2021;SET;MINAS GERAIS;ETANOL HIDRATADO;POSTO REVENDEDOR;174462,782
2021;AGO;MINAS GERAIS;ETANOL HIDRATADO;POSTO REVENDEDOR;184177,983
2021;JUL;MINAS GERAIS;ETANOL HIDRATADO;POSTO REVENDEDOR;190105,518
2021;OUT;MINAS GERAIS;ETANOL HIDRATADO;POSTO REVENDEDOR;171066,213
2021;JAN;ESPÍRITO SANTO;ETANOL HIDRATADO;POSTO REVENDEDOR;4399,3
2021;DEZ;MINAS GERAIS;ETANOL HIDRATADO;POSTO REVENDEDOR;164610,108
2021;NOV;MINAS GERAIS;ETANOL HIDRATADO;POSTO REVENDEDOR;136031,6
2021;FEV;RIO GRANDE DO NORTE;ETANOL HIDRATADO;POSTO REVENDEDOR;9488,3
2021;MAI;RORAIMA;ETANOL HIDRATADO;POSTO REVENDEDOR;265,8
2021;ABR;RORAIMA;ETANOL HIDRATADO;POSTO REVENDEDOR;261,8
2021;MAR;RORAIMA;ETANOL HIDRATADO;POSTO REVENDEDOR;291,4
2021;JUN;RORAIMA;ETANOL HIDRATADO;POSTO REVENDEDOR;238
2021;SET;RORAIMA;ETANOL HIDRATADO;POSTO REVENDEDOR;159
2021;AGO;RORAIMA;ETANOL HIDRATADO;POSTO REVENDEDOR;178
2021;JUL;RORAIMA;ETANOL HIDRATADO;POSTO REVENDEDOR;194,6
2021;FEV;RORAIMA;ETANOL HIDRATADO;POSTO REVENDEDOR;215
2021;SET;AMAZONAS;ETANOL HIDRATADO;POSTO REVENDEDOR;10883,975
2021;AGO;AMAZONAS;ETANOL HIDRATADO;POSTO REVENDEDOR;11315,643
2021;JUL;AMAZONAS;ETANOL HIDRATADO;POSTO REVENDEDOR;11595,898
2021;OUT;AMAZONAS;ETANOL HIDRATADO;POSTO REVENDEDOR;12171,491
2021;JAN;RORAIMA;ETANOL HIDRATADO;POSTO REVENDEDOR;176,6
2021;DEZ;AMAZONAS;ETANOL HIDRATADO;POSTO REVENDEDOR;11113,99
2021;NOV;AMAZONAS;ETANOL HIDRATADO;POSTO REVENDEDOR;11246,415
2021;AGO;PARÁ;ETANOL HIDRATADO;POSTO REVENDEDOR;3246,696
2021;JUL;PARÁ;ETANOL HIDRATADO;POSTO REVENDEDOR;3089,802
2021;JUN;PARÁ;ETANOL HIDRATADO;POSTO REVENDEDOR;3435,025
2021;SET;PARÁ;ETANOL HIDRATADO;POSTO REVENDEDOR;2716,091
2021;DEZ;PARÁ;ETANOL HIDRATADO;POSTO REVENDEDOR;3324,504
2021;NOV;PARÁ;ETANOL HIDRATADO;POSTO REVENDEDOR;3215,944
2021;OUT;PARÁ;ETANOL HIDRATADO;POSTO REVENDEDOR;3271,712
2021;MAI;PARÁ;ETANOL HIDRATADO;POSTO REVENDEDOR;3785,581
2021;DEZ;RORAIMA;ETANOL HIDRATADO;POSTO REVENDEDOR;156,948
2021;NOV;RORAIMA;ETANOL HIDRATADO;POSTO REVENDEDOR;159
2021;OUT;RORAIMA;ETANOL HIDRATADO;POSTO REVENDEDOR;171
2021;JAN;PARÁ;ETANOL HIDRATADO;POSTO REVENDEDOR;4299,634
2021;ABR;PARÁ;ETANOL HIDRATADO;POSTO REVENDEDOR;4299,343
2021;MAR;PARÁ;ETANOL HIDRATADO;POSTO REVENDEDOR;5280,704
2021;FEV;PARÁ;ETANOL HIDRATADO;POSTO REVENDEDOR;4406,616
2021;NOV;RONDÔNIA;ETANOL HIDRATADO;POSTO REVENDEDOR;789,385
2021;OUT;RONDÔNIA;ETANOL HIDRATADO;POSTO REVENDEDOR;774,113
2021;SET;RONDÔNIA;ETANOL HIDRATADO;POSTO REVENDEDOR;885,168
2021;DEZ;RONDÔNIA;ETANOL HIDRATADO;POSTO REVENDEDOR;685,207
2021;MAR;ACRE;ETANOL HIDRATADO;POSTO REVENDEDOR;760,804
2021;FEV;ACRE;ETANOL HIDRATADO;POSTO REVENDEDOR;673,676
2021;JAN;ACRE;ETANOL HIDRATADO;POSTO REVENDEDOR;634,353
2021;AGO;RONDÔNIA;ETANOL HIDRATADO;POSTO REVENDEDOR;910,958
2021;MAR;RONDÔNIA;ETANOL HIDRATADO;POSTO REVENDEDOR;1409,872
2021;FEV;RONDÔNIA;ETANOL HIDRATADO;POSTO REVENDEDOR;1330,465
2021;JAN;RONDÔNIA;ETANOL HIDRATADO;POSTO REVENDEDOR;1125,823
2021;ABR;RONDÔNIA;ETANOL HIDRATADO;POSTO REVENDEDOR;1271,645
2021;JUL;RONDÔNIA;ETANOL HIDRATADO;POSTO REVENDEDOR;947,31
2021;JUN;RONDÔNIA;ETANOL HIDRATADO;POSTO REVENDEDOR;1053,905
2021;MAI;RONDÔNIA;ETANOL HIDRATADO;POSTO REVENDEDOR;1199,113
2021;FEV;AMAZONAS;ETANOL HIDRATADO;POSTO REVENDEDOR;9227,243
2021;JAN;AMAZONAS;ETANOL HIDRATADO;POSTO REVENDEDOR;7539,385
2021;DEZ;ACRE;ETANOL HIDRATADO;POSTO REVENDEDOR;424,719
2021;MAR;AMAZONAS;ETANOL HIDRATADO;POSTO REVENDEDOR;12425,164
2021;JUN;AMAZONAS;ETANOL HIDRATADO;POSTO REVENDEDOR;9214,902
2021;MAI;AMAZONAS;ETANOL HIDRATADO;POSTO REVENDEDOR;10387,375
2021;ABR;AMAZONAS;ETANOL HIDRATADO;POSTO REVENDEDOR;12450,646
2021;NOV;ACRE;ETANOL HIDRATADO;POSTO REVENDEDOR;459,814
2021;JUN;ACRE;ETANOL HIDRATADO;POSTO REVENDEDOR;578,337
2021;MAI;ACRE;ETANOL HIDRATADO;POSTO REVENDEDOR;651,783
2021;ABR;ACRE;ETANOL HIDRATADO;POSTO REVENDEDOR;641,899
2021;JUL;ACRE;ETANOL HIDRATADO;POSTO REVENDEDOR;504,325
2021;OUT;ACRE;ETANOL HIDRATADO;POSTO REVENDEDOR;495,314
2021;SET;ACRE;ETANOL HIDRATADO;POSTO REVENDEDOR;476,773
2021;AGO;ACRE;ETANOL HIDRATADO;POSTO REVENDEDOR;536,741
2021;JAN;AMAPÁ;ETANOL HIDRATADO;POSTO REVENDEDOR;29,759
2021;JUN;PIAUÍ;ETANOL HIDRATADO;POSTO REVENDEDOR;5591,7
2021;MAI;PIAUÍ;ETANOL HIDRATADO;POSTO REVENDEDOR;6123,7
2021;ABR;PIAUÍ;ETANOL HIDRATADO;POSTO REVENDEDOR;6497,3
2021;JUL;PIAUÍ;ETANOL HIDRATADO;POSTO REVENDEDOR;5599,4
2021;OUT;PIAUÍ;ETANOL HIDRATADO;POSTO REVENDEDOR;5680,8
2021;SET;PIAUÍ;ETANOL HIDRATADO;POSTO REVENDEDOR;5344,9
2021;AGO;PIAUÍ;ETANOL HIDRATADO;POSTO REVENDEDOR;5520,3
2021;MAR;PIAUÍ;ETANOL HIDRATADO;POSTO REVENDEDOR;7259,5
2021;OUT;MARANHÃO;ETANOL HIDRATADO;POSTO REVENDEDOR;3882,23
2021;SET;MARANHÃO;ETANOL HIDRATADO;POSTO REVENDEDOR;3777,63
2021;AGO;MARANHÃO;ETANOL HIDRATADO;POSTO REVENDEDOR;3737,63
2021;NOV;MARANHÃO;ETANOL HIDRATADO;POSTO REVENDEDOR;4044,96
2021;FEV;PIAUÍ;ETANOL HIDRATADO;POSTO REVENDEDOR;7234
2021;JAN;PIAUÍ;ETANOL HIDRATADO;POSTO REVENDEDOR;6975
2021;DEZ;MARANHÃO;ETANOL HIDRATADO;POSTO REVENDEDOR;4241,23
2021;SET;CEARÁ;ETANOL HIDRATADO;POSTO REVENDEDOR;8265,4
2021;AGO;CEARÁ;ETANOL HIDRATADO;POSTO REVENDEDOR;8251,96
2021;JUL;CEARÁ;ETANOL HIDRATADO;POSTO REVENDEDOR;10103,2
2021;OUT;CEARÁ;ETANOL HIDRATADO;POSTO REVENDEDOR;9979,46
2021;JAN;RIO GRANDE DO NORTE;ETANOL HIDRATADO;POSTO REVENDEDOR;8613,587
2021;DEZ;CEARÁ;ETANOL HIDRATADO;POSTO REVENDEDOR;12288,1
2021;NOV;CEARÁ;ETANOL HIDRATADO;POSTO REVENDEDOR;11834,2
2021;JUN;CEARÁ;ETANOL HIDRATADO;POSTO REVENDEDOR;9635,642
2021;JAN;CEARÁ;ETANOL HIDRATADO;POSTO REVENDEDOR;14192,201
2021;DEZ;PIAUÍ;ETANOL HIDRATADO;POSTO REVENDEDOR;6562,6
2021;NOV;PIAUÍ;ETANOL HIDRATADO;POSTO REVENDEDOR;6117,379
2021;FEV;CEARÁ;ETANOL HIDRATADO;POSTO REVENDEDOR;14010
2021;MAI;CEARÁ;ETANOL HIDRATADO;POSTO REVENDEDOR;11914,229
2021;ABR;CEARÁ;ETANOL HIDRATADO;POSTO REVENDEDOR;10765,519
2021;MAR;CEARÁ;ETANOL HIDRATADO;POSTO REVENDEDOR;14181,85
2021;DEZ;AMAPÁ;ETANOL HIDRATADO;POSTO REVENDEDOR;14,91
2021;NOV;AMAPÁ;ETANOL HIDRATADO;POSTO REVENDEDOR;24,844
2021;OUT;AMAPÁ;ETANOL HIDRATADO;POSTO REVENDEDOR;10,01
2021;JAN;TOCANTINS;ETANOL HIDRATADO;POSTO REVENDEDOR;4032,29
2021;ABR;TOCANTINS;ETANOL HIDRATADO;POSTO REVENDEDOR;2881,03
2021;MAR;TOCANTINS;ETANOL HIDRATADO;POSTO REVENDEDOR;3938,26
2021;FEV;TOCANTINS;ETANOL HIDRATADO;POSTO REVENDEDOR;4062,43
2021;SET;AMAPÁ;ETANOL HIDRATADO;POSTO REVENDEDOR;14,886
2021;ABR;AMAPÁ;ETANOL HIDRATADO;POSTO REVENDEDOR;24,809
2021;MAR;AMAPÁ;ETANOL HIDRATADO;POSTO REVENDEDOR;59,635
2021;FEV;AMAPÁ;ETANOL HIDRATADO;POSTO REVENDEDOR;34,784
2021;MAI;AMAPÁ;ETANOL HIDRATADO;POSTO REVENDEDOR;39,727
2021;AGO;AMAPÁ;ETANOL HIDRATADO;POSTO REVENDEDOR;24,787
2021;JUL;AMAPÁ;ETANOL HIDRATADO;POSTO REVENDEDOR;24,825
2021;JUN;AMAPÁ;ETANOL HIDRATADO;POSTO REVENDEDOR;19,855
2021;MAR;MARANHÃO;ETANOL HIDRATADO;POSTO REVENDEDOR;5121,21
2021;FEV;MARANHÃO;ETANOL HIDRATADO;POSTO REVENDEDOR;4469,36
2021;JAN;MARANHÃO;ETANOL HIDRATADO;POSTO REVENDEDOR;4309,66
2021;ABR;MARANHÃO;ETANOL HIDRATADO;POSTO REVENDEDOR;3777,73
2021;JUL;MARANHÃO;ETANOL HIDRATADO;POSTO REVENDEDOR;3713,23
2021;JUN;MARANHÃO;ETANOL HIDRATADO;POSTO REVENDEDOR;3456,06
2021;MAI;MARANHÃO;ETANOL HIDRATADO;POSTO REVENDEDOR;3653,53
2021;DEZ;TOCANTINS;ETANOL HIDRATADO;POSTO REVENDEDOR;2297,1
2021;JUL;TOCANTINS;ETANOL HIDRATADO;POSTO REVENDEDOR;1843,5
2021;JUN;TOCANTINS;ETANOL HIDRATADO;POSTO REVENDEDOR;1629,3
2021;MAI;TOCANTINS;ETANOL HIDRATADO;POSTO REVENDEDOR;2445,7
2021;AGO;TOCANTINS;ETANOL HIDRATADO;POSTO REVENDEDOR;1920,3
2021;NOV;TOCANTINS;ETANOL HIDRATADO;POSTO REVENDEDOR;2222,6
2021;OUT;TOCANTINS;ETANOL HIDRATADO;POSTO REVENDEDOR;1923,898
2021;SET;TOCANTINS;ETANOL HIDRATADO;POSTO REVENDEDOR;1941,3
2021;OUT;TOCANTINS;ETANOL HIDRATADO;CONSUMIDOR FINAL;10
2021;SET;TOCANTINS;ETANOL HIDRATADO;CONSUMIDOR FINAL;5
2021;AGO;TOCANTINS;ETANOL HIDRATADO;CONSUMIDOR FINAL;0
2021;NOV;TOCANTINS;ETANOL HIDRATADO;CONSUMIDOR FINAL;40
2021;FEV;MARANHÃO;ETANOL HIDRATADO;CONSUMIDOR FINAL;3
2021;JAN;MARANHÃO;ETANOL HIDRATADO;CONSUMIDOR FINAL;5
2021;DEZ;TOCANTINS;ETANOL HIDRATADO;CONSUMIDOR FINAL;40
2021;JUL;TOCANTINS;ETANOL HIDRATADO;CONSUMIDOR FINAL;0
2021;FEV;TOCANTINS;ETANOL HIDRATADO;CONSUMIDOR FINAL;10
2021;JAN;TOCANTINS;ETANOL HIDRATADO;CONSUMIDOR FINAL;0
2021;DEZ;AMAPÁ;ETANOL HIDRATADO;CONSUMIDOR FINAL;0
2021;MAR;TOCANTINS;ETANOL HIDRATADO;CONSUMIDOR FINAL;5
2021;JUN;TOCANTINS;ETANOL HIDRATADO;CONSUMIDOR FINAL;0
2021;MAI;TOCANTINS;ETANOL HIDRATADO;CONSUMIDOR FINAL;0
2021;ABR;TOCANTINS;ETANOL HIDRATADO;CONSUMIDOR FINAL;20
2021;JAN;PIAUÍ;ETANOL HIDRATADO;CONSUMIDOR FINAL;10
2021;DEZ;MARANHÃO;ETANOL HIDRATADO;CONSUMIDOR FINAL;23
2021;NOV;MARANHÃO;ETANOL HIDRATADO;CONSUMIDOR FINAL;17
2021;FEV;PIAUÍ;ETANOL HIDRATADO;CONSUMIDOR FINAL;25
2021;MAI;PIAUÍ;ETANOL HIDRATADO;CONSUMIDOR FINAL;1234
2021;ABR;PIAUÍ;ETANOL HIDRATADO;CONSUMIDOR FINAL;15
2021;MAR;PIAUÍ;ETANOL HIDRATADO;CONSUMIDOR FINAL;5
2021;OUT;MARANHÃO;ETANOL HIDRATADO;CONSUMIDOR FINAL;2878
2021;MAI;MARANHÃO;ETANOL HIDRATADO;CONSUMIDOR FINAL;2
2021;ABR;MARANHÃO;ETANOL HIDRATADO;CONSUMIDOR FINAL;0
2021;MAR;MARANHÃO;ETANOL HIDRATADO;CONSUMIDOR FINAL;357,297
2021;JUN;MARANHÃO;ETANOL HIDRATADO;CONSUMIDOR FINAL;0
2021;SET;MARANHÃO;ETANOL HIDRATADO;CONSUMIDOR FINAL;0
2021;AGO;MARANHÃO;ETANOL HIDRATADO;CONSUMIDOR FINAL;3083,13
2021;JUL;MARANHÃO;ETANOL HIDRATADO;CONSUMIDOR FINAL;365
2021;ABR;PARÁ;ETANOL HIDRATADO;CONSUMIDOR FINAL;74,883
2021;MAR;PARÁ;ETANOL HIDRATADO;CONSUMIDOR FINAL;76
2021;FEV;PARÁ;ETANOL HIDRATADO;CONSUMIDOR FINAL;26
2021;MAI;PARÁ;ETANOL HIDRATADO;CONSUMIDOR FINAL;46
2021;AGO;PARÁ;ETANOL HIDRATADO;CONSUMIDOR FINAL;52
2021;JUL;PARÁ;ETANOL HIDRATADO;CONSUMIDOR FINAL;52
2021;JUN;PARÁ;ETANOL HIDRATADO;CONSUMIDOR FINAL;47
2021;JAN;PARÁ;ETANOL HIDRATADO;CONSUMIDOR FINAL;30,956
2021;AGO;RORAIMA;ETANOL HIDRATADO;CONSUMIDOR FINAL;20
2021;JUL;RORAIMA;ETANOL HIDRATADO;CONSUMIDOR FINAL;10
2021;JUN;RORAIMA;ETANOL HIDRATADO;CONSUMIDOR FINAL;22
2021;SET;RORAIMA;ETANOL HIDRATADO;CONSUMIDOR FINAL;0
2021;DEZ;RORAIMA;ETANOL HIDRATADO;CONSUMIDOR FINAL;5
2021;NOV;RORAIMA;ETANOL HIDRATADO;CONSUMIDOR FINAL;0
2021;OUT;RORAIMA;ETANOL HIDRATADO;CONSUMIDOR FINAL;20
2021;JUL;AMAPÁ;ETANOL HIDRATADO;CONSUMIDOR FINAL;0
2021;JUN;AMAPÁ;ETANOL HIDRATADO;CONSUMIDOR FINAL;0
2021;MAI;AMAPÁ;ETANOL HIDRATADO;CONSUMIDOR FINAL;0
2021;AGO;AMAPÁ;ETANOL HIDRATADO;CONSUMIDOR FINAL;0
2021;NOV;AMAPÁ;ETANOL HIDRATADO;CONSUMIDOR FINAL;0
2021;OUT;AMAPÁ;ETANOL HIDRATADO;CONSUMIDOR FINAL;0
2021;SET;AMAPÁ;ETANOL HIDRATADO;CONSUMIDOR FINAL;0
2021;ABR;AMAPÁ;ETANOL HIDRATADO;CONSUMIDOR FINAL;0
2021;NOV;PARÁ;ETANOL HIDRATADO;CONSUMIDOR FINAL;54
2021;OUT;PARÁ;ETANOL HIDRATADO;CONSUMIDOR FINAL;64
2021;SET;PARÁ;ETANOL HIDRATADO;CONSUMIDOR FINAL;52
2021;DEZ;PARÁ;ETANOL HIDRATADO;CONSUMIDOR FINAL;113,861
2021;MAR;AMAPÁ;ETANOL HIDRATADO;CONSUMIDOR FINAL;0
2021;FEV;AMAPÁ;ETANOL HIDRATADO;CONSUMIDOR FINAL;0
2021;JAN;AMAPÁ;ETANOL HIDRATADO;CONSUMIDOR FINAL;0
2021;JUN;PIAUÍ;ETANOL HIDRATADO;CONSUMIDOR FINAL;0
2021;NOV;PARAÍBA;ETANOL HIDRATADO;CONSUMIDOR FINAL;0
2021;OUT;PARAÍBA;ETANOL HIDRATADO;CONSUMIDOR FINAL;1796
2021;SET;PARAÍBA;ETANOL HIDRATADO;CONSUMIDOR FINAL;15
2021;DEZ;PARAÍBA;ETANOL HIDRATADO;CONSUMIDOR FINAL;3521,7
2021;MAR;PERNAMBUCO;ETANOL HIDRATADO;CONSUMIDOR FINAL;75
2021;FEV;PERNAMBUCO;ETANOL HIDRATADO;CONSUMIDOR FINAL;45
2021;JAN;PERNAMBUCO;ETANOL HIDRATADO;CONSUMIDOR FINAL;55
2021;AGO;PARAÍBA;ETANOL HIDRATADO;CONSUMIDOR FINAL;15
2021;MAR;PARAÍBA;ETANOL HIDRATADO;CONSUMIDOR FINAL;4344,478
2021;FEV;PARAÍBA;ETANOL HIDRATADO;CONSUMIDOR FINAL;5770,315
2021;JAN;PARAÍBA;ETANOL HIDRATADO;CONSUMIDOR FINAL;2311,5
2021;ABR;PARAÍBA;ETANOL HIDRATADO;CONSUMIDOR FINAL;6
2021;JUL;PARAÍBA;ETANOL HIDRATADO;CONSUMIDOR FINAL;3
2021;JUN;PARAÍBA;ETANOL HIDRATADO;CONSUMIDOR FINAL;0
2021;MAI;PARAÍBA;ETANOL HIDRATADO;CONSUMIDOR FINAL;24
2021;FEV;ALAGOAS;ETANOL HIDRATADO;CONSUMIDOR FINAL;10
2021;JAN;ALAGOAS;ETANOL HIDRATADO;CONSUMIDOR FINAL;0
2021;DEZ;PERNAMBUCO;ETANOL HIDRATADO;CONSUMIDOR FINAL;2143,152
2021;MAR;ALAGOAS;ETANOL HIDRATADO;CONSUMIDOR FINAL;5
2021;JUN;ALAGOAS;ETANOL HIDRATADO;CONSUMIDOR FINAL;0
2021;MAI;ALAGOAS;ETANOL HIDRATADO;CONSUMIDOR FINAL;0
2021;ABR;ALAGOAS;ETANOL HIDRATADO;CONSUMIDOR FINAL;1826,7
2021;NOV;PERNAMBUCO;ETANOL HIDRATADO;CONSUMIDOR FINAL;5182,762
2021;JUN;PERNAMBUCO;ETANOL HIDRATADO;CONSUMIDOR FINAL;85
2021;MAI;PERNAMBUCO;ETANOL HIDRATADO;CONSUMIDOR FINAL;65
2021;ABR;PERNAMBUCO;ETANOL HIDRATADO;CONSUMIDOR FINAL;42,5
2021;JUL;PERNAMBUCO;ETANOL HIDRATADO;CONSUMIDOR FINAL;1911
2021;OUT;PERNAMBUCO;ETANOL HIDRATADO;CONSUMIDOR FINAL;1873,487
2021;SET;PERNAMBUCO;ETANOL HIDRATADO;CONSUMIDOR FINAL;70
2021;AGO;PERNAMBUCO;ETANOL HIDRATADO;CONSUMIDOR FINAL;65
2021;MAI;CEARÁ;ETANOL HIDRATADO;CONSUMIDOR FINAL;34,5
2021;ABR;CEARÁ;ETANOL HIDRATADO;CONSUMIDOR FINAL;110
2021;MAR;CEARÁ;ETANOL HIDRATADO;CONSUMIDOR FINAL;1045
2021;JUN;CEARÁ;ETANOL HIDRATADO;CONSUMIDOR FINAL;183,8
2021;SET;CEARÁ;ETANOL HIDRATADO;CONSUMIDOR FINAL;77,4
2021;AGO;CEARÁ;ETANOL HIDRATADO;CONSUMIDOR FINAL;48
2021;JUL;CEARÁ;ETANOL HIDRATADO;CONSUMIDOR FINAL;145,5
2021;FEV;CEARÁ;ETANOL HIDRATADO;CONSUMIDOR FINAL;90
2021;SET;PIAUÍ;ETANOL HIDRATADO;CONSUMIDOR FINAL;3989
2021;AGO;PIAUÍ;ETANOL HIDRATADO;CONSUMIDOR FINAL;0
2021;JUL;PIAUÍ;ETANOL HIDRATADO;CONSUMIDOR FINAL;1266
2021;OUT;PIAUÍ;ETANOL HIDRATADO;CONSUMIDOR FINAL;15
2021;JAN;CEARÁ;ETANOL HIDRATADO;CONSUMIDOR FINAL;65
2021;DEZ;PIAUÍ;ETANOL HIDRATADO;CONSUMIDOR FINAL;711
2021;NOV;PIAUÍ;ETANOL HIDRATADO;CONSUMIDOR FINAL;2615
2021;AGO;RIO GRANDE DO NORTE;ETANOL HIDRATADO;CONSUMIDOR FINAL;20
2021;JUL;RIO GRANDE DO NORTE;ETANOL HIDRATADO;CONSUMIDOR FINAL;102
2021;JUN;RIO GRANDE DO NORTE;ETANOL HIDRATADO;CONSUMIDOR FINAL;1689
2021;SET;RIO GRANDE DO NORTE;ETANOL HIDRATADO;CONSUMIDOR FINAL;3202
2021;DEZ;RIO GRANDE DO NORTE;ETANOL HIDRATADO;CONSUMIDOR FINAL;10
2021;NOV;RIO GRANDE DO NORTE;ETANOL HIDRATADO;CONSUMIDOR FINAL;15
2021;OUT;RIO GRANDE DO NORTE;ETANOL HIDRATADO;CONSUMIDOR FINAL;9
2021;MAI;RIO GRANDE DO NORTE;ETANOL HIDRATADO;CONSUMIDOR FINAL;5
2021;DEZ;CEARÁ;ETANOL HIDRATADO;CONSUMIDOR FINAL;78
2021;NOV;CEARÁ;ETANOL HIDRATADO;CONSUMIDOR FINAL;100,5
2021;OUT;CEARÁ;ETANOL HIDRATADO;CONSUMIDOR FINAL;80
2021;JAN;RIO GRANDE DO NORTE;ETANOL HIDRATADO;CONSUMIDOR FINAL;5
2021;ABR;RIO GRANDE DO NORTE;ETANOL HIDRATADO;CONSUMIDOR FINAL;5
2021;MAR;RIO GRANDE DO NORTE;ETANOL HIDRATADO;CONSUMIDOR FINAL;5
2021;FEV;RIO GRANDE DO NORTE;ETANOL HIDRATADO;CONSUMIDOR FINAL;5
2021;MAI;RORAIMA;ETANOL HIDRATADO;CONSUMIDOR FINAL;5
2021;AGO;MATO GROSSO DO SUL;ETANOL HIDRATADO;POSTO REVENDEDOR;12777,751
2021;JUL;MATO GROSSO DO SUL;ETANOL HIDRATADO;POSTO REVENDEDOR;12490,332
2021;JUN;MATO GROSSO DO SUL;ETANOL HIDRATADO;POSTO REVENDEDOR;12660,013
2021;SET;MATO GROSSO DO SUL;ETANOL HIDRATADO;POSTO REVENDEDOR;13091,12
2021;DEZ;MATO GROSSO DO SUL;ETANOL HIDRATADO;POSTO REVENDEDOR;12946,019
2021;NOV;MATO GROSSO DO SUL;ETANOL HIDRATADO;POSTO REVENDEDOR;11586,354
2021;OUT;MATO GROSSO DO SUL;ETANOL HIDRATADO;POSTO REVENDEDOR;13256,812
2021;MAI;MATO GROSSO DO SUL;ETANOL HIDRATADO;POSTO REVENDEDOR;15291,901
2021;DEZ;RIO GRANDE DO SUL;ETANOL HIDRATADO;POSTO REVENDEDOR;1607,154
2021;NOV;RIO GRANDE DO SUL;ETANOL HIDRATADO;POSTO REVENDEDOR;1913,769
2021;OUT;RIO GRANDE DO SUL;ETANOL HIDRATADO;POSTO REVENDEDOR;1891,432
2021;JAN;MATO GROSSO DO SUL;ETANOL HIDRATADO;POSTO REVENDEDOR;16394,032
2021;ABR;MATO GROSSO DO SUL;ETANOL HIDRATADO;POSTO REVENDEDOR;16949,726
2021;MAR;MATO GROSSO DO SUL;ETANOL HIDRATADO;POSTO REVENDEDOR;20181,293
2021;FEV;MATO GROSSO DO SUL;ETANOL HIDRATADO;POSTO REVENDEDOR;18626,108
2021;NOV;MATO GROSSO;ETANOL HIDRATADO;POSTO REVENDEDOR;52965,181
2021;OUT;MATO GROSSO;ETANOL HIDRATADO;POSTO REVENDEDOR;66492,07
2021;SET;MATO GROSSO;ETANOL HIDRATADO;POSTO REVENDEDOR;68511,797
2021;DEZ;MATO GROSSO;ETANOL HIDRATADO;POSTO REVENDEDOR;62962,312
2021;MAR;GOIÁS;ETANOL HIDRATADO;POSTO REVENDEDOR;119093,335
2021;FEV;GOIÁS;ETANOL HIDRATADO;POSTO REVENDEDOR;130544,377
2021;JAN;GOIÁS;ETANOL HIDRATADO;POSTO REVENDEDOR;139338,746
2021;AGO;MATO GROSSO;ETANOL HIDRATADO;POSTO REVENDEDOR;70507,722
2021;MAR;MATO GROSSO;ETANOL HIDRATADO;POSTO REVENDEDOR;71545,092
2021;FEV;MATO GROSSO;ETANOL HIDRATADO;POSTO REVENDEDOR;71796,858
2021;JAN;MATO GROSSO;ETANOL HIDRATADO;POSTO REVENDEDOR;73908,477
2021;ABR;MATO GROSSO;ETANOL HIDRATADO;POSTO REVENDEDOR;72780,145
2021;JUL;MATO GROSSO;ETANOL HIDRATADO;POSTO REVENDEDOR;71222,344
2021;JUN;MATO GROSSO;ETANOL HIDRATADO;POSTO REVENDEDOR;70372,759
2021;MAI;MATO GROSSO;ETANOL HIDRATADO;POSTO REVENDEDOR;72455,217
2021;FEV;SANTA CATARINA;ETANOL HIDRATADO;POSTO REVENDEDOR;8270,759
2021;JAN;SANTA CATARINA;ETANOL HIDRATADO;POSTO REVENDEDOR;7782,601
2021;DEZ;PARANÁ;ETANOL HIDRATADO;POSTO REVENDEDOR;71690,518
2021;MAR;SANTA CATARINA;ETANOL HIDRATADO;POSTO REVENDEDOR;6647,604
2021;JUN;SANTA CATARINA;ETANOL HIDRATADO;POSTO REVENDEDOR;3819,582
2021;MAI;SANTA CATARINA;ETANOL HIDRATADO;POSTO REVENDEDOR;4244,513
2021;ABR;SANTA CATARINA;ETANOL HIDRATADO;POSTO REVENDEDOR;5213,913
2021;NOV;PARANÁ;ETANOL HIDRATADO;POSTO REVENDEDOR;55434,197
2021;JUN;PARANÁ;ETANOL HIDRATADO;POSTO REVENDEDOR;71739,81
2021;MAI;PARANÁ;ETANOL HIDRATADO;POSTO REVENDEDOR;89462,379
2021;ABR;PARANÁ;ETANOL HIDRATADO;POSTO REVENDEDOR;107753,041
2021;JUL;PARANÁ;ETANOL HIDRATADO;POSTO REVENDEDOR;75484,96
2021;OUT;PARANÁ;ETANOL HIDRATADO;POSTO REVENDEDOR;71548,046
2021;SET;PARANÁ;ETANOL HIDRATADO;POSTO REVENDEDOR;70418,211
2021;AGO;PARANÁ;ETANOL HIDRATADO;POSTO REVENDEDOR;71891,644
2021;MAI;RIO GRANDE DO SUL;ETANOL HIDRATADO;POSTO REVENDEDOR;2444,477
2021;ABR;RIO GRANDE DO SUL;ETANOL HIDRATADO;POSTO REVENDEDOR;2007,707
2021;MAR;RIO GRANDE DO SUL;ETANOL HIDRATADO;POSTO REVENDEDOR;2318,922
2021;JUN;RIO GRANDE DO SUL;ETANOL HIDRATADO;POSTO REVENDEDOR;2334,51
2021;SET;RIO GRANDE DO SUL;ETANOL HIDRATADO;POSTO REVENDEDOR;2124,872
2021;AGO;RIO GRANDE DO SUL;ETANOL HIDRATADO;POSTO REVENDEDOR;2274,804
2021;JUL;RIO GRANDE DO SUL;ETANOL HIDRATADO;POSTO REVENDEDOR;2874,775
